,model_a_strength,model_b_divergence,model_c_cointegration
2025-07-14,0.0,-0.00013565022390012638,0.0
2025-07-15,-0.0019471770091914035,-3.1418116217105326e-05,0.0
2025-07-16,0.00019071230463562586,0.0,0.0
2025-07-17,0.0006452861404502503,-0.0001563620056197951,0.0
2025-07-18,0.0014188822019212542,-0.00011674118488928349,0.0
2025-07-21,0.0004479066945105396,0.00014409562159264748,0.00032889642667162985
2025-07-22,3.633467946035378e-05,-3.979768576333035e-05,0.0
2025-07-23,-0.002099161350940022,-0.0008977233980869831,-9.72096575890312e-05
2025-07-24,-0.0005259867098383948,0.0,0.0
2025-07-25,0.0010682016884255526,-0.0005599805662370319,-0.000666593601961873
2025-07-28,-0.001911204189834189,-2.312588338204321e-06,0.0014035290952368767
2025-07-29,0.0006441137240693695,-0.001487468949883216,0.0006130662306810504
2025-07-30,-0.0007807873182680382,4.897725696953478e-05,-0.0006058042769206836
2025-07-31,7.4258049990823445e-06,-0.0004668476448988004,-0.0004465942516790886
2025-08-01,-0.00016499721386636516,-2.5757670309050457e-05,-0.00034183445400606284
2025-08-04,0.01313033372368236,-3.434271841785558e-05,0.0007591121162088066
2025-08-05,-0.000795923534860067,0.00030953814333724387,0.001943207882108822
2025-08-06,0.0004660379926119955,-2.7995585206825187e-05,0.0015256053918883208
2025-08-07,0.00019248167982069614,0.0,-0.00014574781329930136
2025-08-08,0.0,0.00015349742950185606,-8.145535081938306e-05
2025-08-11,-0.00041398901995675687,0.0009523412696565142,-0.0005785276856128625
2025-08-12,-0.0004865052774380043,-4.0897599526884455e-05,-1.0456676459349114e-05
2025-08-13,0.0,0.00014568749940559238,0.0
2025-08-14,0.0,0.00073169819891662,-0.0007685033447397613
2025-08-15,8.346442577115371e-05,-0.0013459661517987776,0.0004915639605640327
2025-08-18,4.180391779138085e-06,0.0011331887852083868,-0.0008459839781626521
2025-08-19,-3.40571462133061e-05,0.00022802820701750234,0.0003206662874460747
2025-08-20,0.00013496644960099552,0.0,0.0005924763121065096
2025-08-21,0.0,-0.0002476279814395693,-0.0009218561440254148
2025-08-22,-7.234117554194198e-05,-0.003962089829645582,-0.00014462101517732505
2025-08-25,0.001993121166295218,0.0019352143022093795,0.0
2025-08-26,0.0009740091636257773,0.0002764670056713287,0.001736316594738318
2025-08-27,1.3626399845816065e-05,1.637075514787576e-05,-0.0006936470881307577
2025-08-28,0.0,-0.0004344714374322239,0.00013993368269806493
2025-08-29,0.0,0.0,0.0
2025-09-01,-2.4956973940380137e-05,0.0017291129026800092,0.002794842595436274
2025-09-02,2.794173522201651e-05,0.00013496728622081465,-0.0010800575361377576
2025-09-03,0.000490699012345051,-1.2807095007227767e-05,0.0022365045540779145
2025-09-04,0.0020012339967971707,2.7837333031828447e-06,-0.0008350216117266403
2025-09-05,0.00045788214468642463,-1.744918996875924e-05,0.00029039837677396834
2025-09-08,-0.0004617805328528345,-0.0021324292075316827,0.0
2025-09-09,-0.0008033449568230418,-0.0036008832072673483,0.0005460592218446841
2025-09-10,-0.0005476870815937405,6.089302950136328e-05,0.0003825713301321934
2025-09-11,-7.216433423258232e-05,-0.00011311611871394212,1.3637850546575286e-07
2025-09-12,4.5714205503698995e-07,0.0015876000990390675,0.0
2025-09-15,4.1090221161618703e-05,5.728384257739483e-05,-0.0005899567583740948
2025-09-16,0.00018179227612393875,0.0,0.0005322733753251324
2025-09-17,0.0001290881373523484,-0.0009961661200821425,-0.0019654366294764125
2025-09-18,0.0017590388098080768,0.000476902674364264,1.7527234250190897e-05
2025-09-19,-0.0010263301826875684,0.0,2.9802980755724863e-05
2025-09-22,-0.0009576127932464545,0.0,-0.002946539518566595
2025-09-23,-5.4482309798047903e-05,-0.00042223155771697115,0.0020443790165246604
2025-09-24,-1.82011779260633e-05,0.0009674075679864373,0.000912573649337042
2025-09-25,0.0,-0.000247951308850627,-0.0003788520556906259
2025-09-26,-0.003904068727251392,-0.0029605825449598895,-0.00021779803225713702
2025-09-29,0.0018445220167966538,0.0021869102231362957,-8.088649989136788e-06
2025-09-30,-0.001158873642710222,0.0002537867970387644,0.0005491179794199995
2025-10-01,-0.002388198305205851,5.3273352563472215e-06,0.0030889239240521394
2025-10-02,-0.0021968259785347523,0.0,4.105490205802165e-05
2025-10-03,0.0006868088753686144,4.368701333324543e-06,2.8063079894024856e-05
2025-10-06,-2.5388085927521305e-05,0.0,3.363496087336432e-05
2025-10-07,-0.0034212247253078594,0.0001327738414132594,9.873399000178719e-05
2025-10-08,-0.001968230311489736,0.00022330494087925115,-0.00015652244912559075
2025-10-09,-0.002514182458944107,0.0,0.0
2025-10-10,0.0,8.640755312444971e-05,0.002496081552306052
2025-10-13,3.001105642328253e-05,-3.299810003379098e-05,0.004644200181722337
2025-10-14,0.0009631580134740806,-0.00020968429120294042,0.002703190451687314
2025-10-15,0.0005335537615762584,0.0,0.001767606424705945
